name,caption
3483140026.jpg,A man in a white hard hat and orange jacket is standing on a ladder.
6370724457.jpg,A boy in an orange uniform is kicking a soccer ball.
3578736330.jpg,A woman is sitting on a bench in front of a body of water.
2832610852.jpg,A man is sitting in a barber shop chair with a baby.
3683185795.jpg,A man and a child are standing on a tree branch.
297725741.jpg,A couple kissing on a stone wall.
4948440838.jpg,A woman in a green shirt is standing outside.
3027409415.jpg,A group of people are gathered around a fire.
2608116127.jpg,A woman and a dog are standing on a brick wall.
6331630561.jpg,Two girls are practicing martial arts.
2802902062.jpg,A young woman in a black bikini is sitting on the beach.
2818419321.jpg,A young boy in an orange shirt is standing on a rock.
651277216.jpg,Two children are walking down a street.
2324581814.jpg,A man is painting a wall.
2367139509.jpg,A dog runs down a dirt path.
537222436.jpg,A woman in a black skirt and black boots is walking down the street.
496005787.jpg,A man and a woman are standing in a room with a table full of food.
4848644668.jpg,A man and a woman are standing on a boat looking at the water.
3126522868.jpg,A young boy is bowling at a bowling alley.
3515358125.jpg,A dog is running through the grass with a ball in its mouth.
2093588635.jpg,A young boy in a striped shirt is playing in the water.
4460094967.jpg,A group of people walking down a cobblestone street.
5501226985.jpg,A young girl in a blue outfit is sitting on a couch with a red <unk>.
3726170067.jpg,A man in a brown jacket and glasses is standing in front of a sign that says <unk>.
4491044489.jpg,A man is standing on a boat in the water.
2748403765.jpg,A man in a blue robe is playing a guitar on the sidewalk.
8052328504.jpg,A football player is trying to tackle another player.
5536107008.jpg,A young man in a blue shirt is sitting at a desk with a laptop.
8017202978.jpg,Two people riding motorcycles on a road.
7646106950.jpg,A woman in a blue shirt is helping a woman in a blue shirt work on a piece of paper.
3325129757.jpg,A snowboarder is jumping over a snowy hill.
208473386.jpg,A group of children are standing in front of a building.
3520199925.jpg,A woman is playing a violin in front of a store.
2244376697.jpg,A woman in a green shirt is sitting at a table in a restaurant.
157955034.jpg,A woman sitting on a bench.
3161943751.jpg,A group of people are sitting on a lawn.
3415783122.jpg,A man and a woman are sitting on a chair on the sidewalk.
2960717658.jpg,A group of people are standing around a counter.
212536960.jpg,A man in a white shirt and green hat is standing on a sidewalk with a dog.
3978631696.jpg,A man in a white hat is working on a train.
4437911722.jpg,A man in a red shirt is skateboarding on a concrete wall.
4698152924.jpg,A man is driving a motorcycle down the street.
2991205926.jpg,A woman in a red and white dress is holding a white bag.
4558172302.jpg,A man is walking up a bridge over a river.
4803926155.jpg,A man is standing in front of a pile of baskets.
4645120146.jpg,A man in a black shirt and white hat is standing in front of a white car.
3092370204.jpg,A group of people dancing in a dance room.
7123721879.jpg,A man running in a race.
3620197503.jpg,A man in a blue shirt and a man in a white shirt are standing in a baseball field.
6704385305.jpg,A hockey player in a red uniform is about to block the puck from the puck.
4201682728.jpg,Two men in white hats are working in a large office.
467262667.jpg,A band is performing on stage.
3418373237.jpg,A man in a blue shirt is working on a pottery wheel.
4521223019.jpg,Two men in hard hats are working on a project.
4509790721.jpg,A group of asian women in green and white outfits are dancing.
2441118178.jpg,A young boy in a red soccer uniform is kicking a soccer ball.
7363849060.jpg,A man in a white shirt and a woman in a black dress are dancing.
1858963639.jpg,A woman with a red helmet and a red helmet is climbing a rope.
931156700.jpg,A man and a woman are <unk> hot air balloons.
6780367008.jpg,A group of people are playing basketball.
5914789066.jpg,A baseball player in a red uniform is sliding into home plate.
4944108585.jpg,A man in a suit is walking down the street.
217838128.jpg,A man is sitting in a canoe on a lake.
3873794156.jpg,An elderly woman is sewing clothes on a table.
1488937076.jpg,Two dogs run in the grass.
3786279352.jpg,A woman holding a baby in her arms.
2365175507.jpg,A man is jumping over a hurdle.
70758995.jpg,A child is sleeping on a blue blanket.
3017203816.jpg,A man and a woman are posing for a picture.
3639363462.jpg,Two women are looking at a mirror.
4696109474.jpg,People walking down a street in a city.
148512773.jpg,Two people are sitting on a rock in a river.
4525740976.jpg,A man in a tan jacket is walking up a bridge.
8218549120.jpg,A woman in a red shirt is sitting in a chair playing a guitar.
4950966242.jpg,Three people are sitting on a bench in front of a building.
3093742683.jpg,A group of people are standing outside of a building.
2990563425.jpg,A person on a bike is jumping over a rock.
519317202.jpg,A baby in a blue shirt is sleeping in a car seat.
7757111016.jpg,A man in a green shirt is holding a baby in a green shirt.
2647755755.jpg,A man and a woman sit on a bench in a park.
228949397.jpg,A child is sliding down a slide into a pool.
2913154802.jpg,A man and a woman are playing with a frisbee.
3648988742.jpg,A little girl in a pink hat is taking a picture.
3228793611.jpg,A brown dog is playing with a ball in the sand.
2700345173.jpg,A man is throwing a ball in the air while a woman watches.
3969759188.jpg,A man in a blue shirt is welding a piece of metal.
3659915446.jpg,A man is cooking food on a grill.
133868556.jpg,A woman is doing a flip in a gym.
3308997740.jpg,A woman wearing a purple hat and a purple hat is standing outside a store.
210839948.jpg,A child in a red shirt is climbing a rock face.
4648101227.jpg,A band is performing on stage with a blue backdrop.
275202755.jpg,A group of people are sitting on a boat.
4195751574.jpg,A woman is working in a kitchen.
424779662.jpg,Three women in green and green costumes are smiling.
6135582891.jpg,Two people are riding bikes on a dirt track.
3263215700.jpg,Two white dogs swimming in a river.
1522291943.jpg,Two men are working on a construction site.
7340952802.jpg,A man in a blue helmet is riding a bike through the woods.
274604264.jpg,A man and a boy are sitting in the leaves.
4265242435.jpg,A man riding a horse is riding a bucking bronco.
4413714.jpg,A group of asian children in white shirts are sitting at desks in a classroom.
2355819665.jpg,A boy in an orange shirt and helmet rides a bike.
1648918035.jpg,A woman and two children are sitting at a table reading books.
8083805102.jpg,A man sitting on a stone staircase.
3756112747.jpg,A group of children are playing on a swing set.
4808226861.jpg,A woman in a pink shirt is singing into a microphone.
4731845307.jpg,People are going up and down a escalator.
4923272200.jpg,A man in a hat is playing a saxophone in front of a building.
8081616464.jpg,A baseball team is standing on the field.
269361490.jpg,A group of people in black uniforms are walking down the street.
1937816088.jpg,A man in a blue shirt is giving a presentation to a group of people.
1358892595.jpg,A dog runs through the grass with a toy in its mouth.
480108902.jpg,A woman in a black shirt is looking through a microscope.
3066491113.jpg,Two dogs are running through the leaves.
3562816250.jpg,A woman in a yellow kayak is paddling through the water.
578910261.jpg,A woman in a blue shirt is working on a patient.
4857779728.jpg,A woman in a black dress is holding a bag.
311104290.jpg,A group of people are sitting on a couch.
6357655519.jpg,A man in a white shirt is holding a white and black object.
4552266067.jpg,A man and a woman are walking down a street.
3736366270.jpg,A man wearing a colorful costume.
4070658400.jpg,A snowboarder in a yellow jacket is jumping off a rail.
7088139589.jpg,Two women are looking at a camera.
7474387734.jpg,A man in a blue shirt is running in a race.
4565356389.jpg,A man and a woman are standing in front of a white car.
4726972254.jpg,A man on a red motorcycle is driving down the street.
4772237090.jpg,A man in a gray shirt is standing in front of a mural.
4762673638.jpg,A man and a woman dressed in <unk> dresses and <unk> are dancing.
759822302.jpg,A man in a blue shirt is reading a newspaper.
2318834690.jpg,A man stands on a dock looking at the water.
4761664623.jpg,A man and a woman sitting on steps.
799486353.jpg,A young girl in a bikini is holding a yellow bucket.
32490830.jpg,A man in a colorful outfit is sitting on a chair outside playing an accordion.
309777765.jpg,Three men are cooking food on a stove.
393810324.jpg,Two dogs play together.
2496370758.jpg,Two dogs running through a field.
140774394.jpg,A man in an orange vest is working on a machine.
4786688449.jpg,A skateboarder in a green shirt and jeans is doing a trick on a skateboard.
3176072448.jpg,Two elderly women are sitting at a table with a man in a blue sweater.
1094462889.jpg,A dog is running through the snow.
7466310132.jpg,A man in a blue shirt is looking at a table full of items.
247470362.jpg,A man in a black shirt is working on a building.
2505988632.jpg,A little girl is jumping rope.
57544895.jpg,A man in a white shirt and black pants is practicing martial arts.
5996795291.jpg,A group of people are sitting around a fire.
7293099510.jpg,A man in a white hat is working on a sewing machine.
235834122.jpg,Four people are laying on a white floor.
284105062.jpg,A man in a red jacket and black hat is riding a brown horse.
3616808182.jpg,A man on a bike is riding down a hill.
121971540.jpg,Two men are standing on a dock looking at a white ship.
340941222.jpg,A man in a blue shirt and baseball cap is reading a newspaper in a grocery store.
6067800722.jpg,A woman in a white shirt is standing in front of a laundromat.
4617955480.jpg,A man in a robe is sitting on a wooden floor.
5897266539.jpg,A chef is preparing food in a restaurant.
464340358.jpg,Three construction workers are digging a hole in the ground.
2832487464.jpg,A dog jumps over a pole.
2174343200.jpg,A man is holding a yellow toy with a dog.
6337759785.jpg,A football player in a red jersey is tackling another player in a red jersey.
2567035103.jpg,Two dogs are running through a field.
3450158776.jpg,A person on a dirt bike is riding through the dirt.
5696581092.jpg,A band is playing on stage at night.
3278189732.jpg,A black and white dog jumps to catch a ball in a field.
1577929305.jpg,A group of people in red shirts are standing in front of a fence.
3677318686.jpg,A little boy in a purple shirt is playing with orange balls.
5008951909.jpg,A man in a green shirt is standing in a field with a wooden log in the background.
4584249516.jpg,A man in a blue shirt is walking down a sidewalk.
852469220.jpg,A dog swims through the water.
4873132254.jpg,Two children are sitting at a table with a camera.
4926024571.jpg,A man is walking by a wall with graffiti.
4062894483.jpg,A train station with a train in the background.
264524370.jpg,A group of people are playing instruments in a dark room.
4495033915.jpg,A man in a blue shirt is taking a picture of a building.
3328535573.jpg,A group of people are on a beach.
2701487024.jpg,A young boy is sitting in the ocean with a surfboard.
2573141440.jpg,A baby in a blue shirt is sitting in a blue swing.
3722449720.jpg,A red race car is being driven by a man in a red shirt.
2206600240.jpg,A man and a woman sit at a table in a restaurant.
3089742441.jpg,A man in a costume is standing in front of a crowd.
3891886294.jpg,A woman in a black dress is walking down a sidewalk.
3697902123.jpg,A man is standing in front of a truck and a truck.
570999731.jpg,Three construction workers in yellow vests are walking down the street.
455709958.jpg,A girl in a pink shirt is standing on a red and white bar.
1748132477.jpg,Two people are walking down a narrow street.
3183777589.jpg,A dog sits on a red blanket on the sidewalk.
2441629086.jpg,A girl in a pink shirt is looking out the window.
109202756.jpg,A man in a blue jacket and a woman in a blue jacket are sitting on a horse in the snow.
3275575996.jpg,A man is painting a building.
3409347172.jpg,A woman is looking at the water.
6623693625.jpg,A young boy in a straw hat is blowing a pink cup.
4511377649.jpg,A man and a woman are standing in front of a sign that says <unk>.
3335452793.jpg,A woman in a black hat and a man in a black shirt are standing in front of a store.
463554115.jpg,A woman with a pink umbrella is sitting on the ground with a pink umbrella.
4772885285.jpg,A woman in a white dress is walking with a blue umbrella.
2658360285.jpg,A group of young boys are standing on the sidewalk.
2764732789.jpg,A brown and white dog is running through a field.
141755290.jpg,A woman in a red shirt and hat is standing in front of a table full of items.
3170802797.jpg,A snowboarder is jumping over a snow covered hill.
533601247.jpg,A man in a black shirt and shorts is walking down the street.
137444338.jpg,A group of people sitting on the ground in front of a banner.
4656919164.jpg,A man is laying down on a bridge.
472298482.jpg,People are walking through a tunnel.
4959831832.jpg,A woman in a orange dress is walking by a truck.
3171451305.jpg,A man and a woman are posing for a picture.
3501457496.jpg,A group of people sitting on the grass.
7504941054.jpg,A man is laying on a blue mat on a blue mat.
4808271472.jpg,A crowd of people are gathered outside a building.
6082535291.jpg,A group of people are walking on a sidewalk.
4646500246.jpg,A man and a woman are standing in front of a house.
2278110011.jpg,A young boy in an orange shirt is playing with bubbles.
2504277798.jpg,A woman in a pink shirt is shooting a gun.
5046653151.jpg,A man in a black shirt is sleeping on a white couch.
2771793012.jpg,A woman is sitting on a bed with a dog.
4757643231.jpg,A man in a green shirt is cutting a sheep.
3728256505.jpg,A man is skateboarding on a concrete wall.
3722572342.jpg,A red and white red race car is driving down the water.
1975531316.jpg,A woman with a pink leash is standing with a black dog.
2836360729.jpg,A woman is laying in the sand with a large pile of large rocks.
3163068926.jpg,A man is walking down a tunnel.
3864288506.jpg,A man in a black helmet is driving a red atv.
6231758027.jpg,Two men are riding bikes on a track.
473220329.jpg,A woman is walking on a bridge over a river.
4597029194.jpg,A man is sitting on a chair playing an accordion.
3535768334.jpg,A man is doing a trick on his bike.
3500444530.jpg,A man in a blue plaid shirt is sitting on a bench and looking at a book.
3781326288.jpg,A group of people are standing in a large room.
3262301835.jpg,A man and a woman are standing on a sidewalk.
1393424041.jpg,A group of people are watching a plane flying through the air.
370614244.jpg,A man in a brown jacket is holding a green <unk>.
2755595842.jpg,A person is standing on a red ball.
3388186817.jpg,A man in blue shorts is doing a <unk> move in a gym.
4670354134.jpg,A man in a yellow shirt is standing in front of a yellow building.
3098100726.jpg,A woman in a green hard hat is standing on a sidewalk.
8022825509.jpg,Two women are rollerskating in a roller derby match.
6998429556.jpg,A group of young men playing soccer.
4232695890.jpg,Two girls in a kitchen cooking.
2986057682.jpg,A boy in a green shirt and blue pants is running in the sand.
2369248869.jpg,A black and white dog is running through the water.
3647446816.jpg,A girl in a green shirt and black pants is playing softball.
2429464837.jpg,A group of young girls dancing on a stage.
3359563671.jpg,A snowboarder in a yellow and black jacket is jumping in the air.
5731856709.jpg,A man in a blue jacket and black hat is sweeping the floor.
3243233886.jpg,A young boy is playing on a playground.
4871268492.jpg,A little girl is looking through a telescope.
2629416127.jpg,A group of people are playing a game of jenga.
95081629.jpg,A man in a white jacket is reading a book.
3120648767.jpg,A man is doing a trick on his motorcycle.
263104639.jpg,A woman in a red jacket is sitting on a wooden bench.
127490019.jpg,A woman in a blue shirt and white shorts is playing golf.
195137262.jpg,A group of people are sitting on a bench.
2922668858.jpg,A man in a blue shirt is standing in front of a large group of people.
1423449879.jpg,People are walking through a market.
3501908484.jpg,A young boy in a blue jacket is sitting on a bike.
6848901011.jpg,A man in a black shirt and hat is pouring a drink into a glass.
3036641436.jpg,Three girls are swinging on a swing set.
1499495021.jpg,A man and a woman are fishing on a beach.
4764087782.jpg,A woman in a yellow shirt is walking down the street.
45334151.jpg,A woman is reading a book in a laundry mat.
3590557969.jpg,A man is jumping a red bike.
3208032657.jpg,A man is sweeping the steps of a pool.
156642718.jpg,A baby is playing with a toy.
3342271377.jpg,A group of people dressed in colorful costumes are standing in front of a building.
4631310439.jpg,A group of people are standing on a platform.
4671293009.jpg,A group of people are sitting on a brick wall.
2524831824.jpg,An elderly man is painting a picture of a crowd of people.
4390538062.jpg,Four men in overalls are standing on a stage.
3699828107.jpg,A man in a green shirt is working on a roof.
4903291011.jpg,An older man and a woman are looking at a table.
2190899457.jpg,Two people are jumping off a rock into the air.
4313255436.jpg,A person is walking in the woods.
4677521690.jpg,A man in a blue shirt and blue cap is playing golf.
3181322965.jpg,A boy in shorts is standing in a puddle on a dirt road.
2201877660.jpg,A man is shaving his beard.
4672020554.jpg,A group of people are protesting in the street.
4644966192.jpg,A man is standing on a wooden fence looking at a wooden fence.
145282619.jpg,A man in a white shirt and black cap is cooking.
2269795781.jpg,A woman in a green shirt and blue cap is playing tennis.
2910297808.jpg,A group of doctors are performing surgery.
2939475047.jpg,A football player is running with the ball while another player is running with the ball.
3342855466.jpg,A man is doing a trick on a bike.
2470486377.jpg,A man in a blue jacket is throwing a football.
7426852574.jpg,A woman in a colorful dress is dancing on a stage.
287967163.jpg,Two people are dancing in the street.
4431086360.jpg,A person is walking in the snow.
724530150.jpg,A man and a child are standing in a tree.
2073964624.jpg,A woman in a pink hat and black jacket rides her bike.
2842849030.jpg,A child is playing in a pool.
3487583433.jpg,A man in a black and white striped shirt is welding.
480074435.jpg,A man in a brown shirt and jeans is playing a guitar.
2727051596.jpg,Two boys are sitting in a carnival ride.
4533793084.jpg,A group of people are protesting with signs.
4705586720.jpg,A man in a white shirt and jeans is standing in a grocery store.
7034902683.jpg,A man in a blue jacket is waterskiing.
4911436510.jpg,Two men playing volleyball.
285319526.jpg,A man in a purple shirt is talking to a man in a purple shirt.
3153069448.jpg,A person in a red jacket and black pants is sweeping the sidewalk.
2209766109.jpg,A woman walking down a brick path.
3397433780.jpg,Two men are practicing martial arts in a gym.
4348808646.jpg,A woman is making pottery.
7673105012.jpg,A baseball player is sliding into home plate.
145291221.jpg,Two boys are standing in front of a sign that says <unk>.
4652704643.jpg,A man and a woman are standing in front of a store.
137430923.jpg,A group of people sitting on the ground in front of a building.
6078216754.jpg,A man with a black helmet and a black helmet is painting a picture of a building.
3301822808.jpg,A girl in a red and white outfit and red skirt is walking in the street.
4730181452.jpg,A man in a plaid shirt is sitting on a bench with a backpack on.
4549977232.jpg,A man in a black suit is talking to a man in a suit.
256444892.jpg,A man and woman are walking down the street.
4088608399.jpg,A group of soldiers and children are standing in front of a building.
306315650.jpg,A woman in a dress is standing in front of a store.
2504056718.jpg,A dog jumps to catch a green frisbee.
7713053118.jpg,A soccer player in a blue uniform is about to kick the ball.
366454052.jpg,A woman is working on a project.
4979481707.jpg,Two soccer players are playing soccer.
4923755473.jpg,A man in a suit is walking down a sidewalk.
38130732.jpg,A man in a white hard hat and a white hard hat is talking on his cellphone.
3628994466.jpg,A man in a yellow shirt and a man in a yellow shirt are standing in a crowd.
1478414349.jpg,A group of people are working on a building.
7936399880.jpg,A band is performing on stage.
86800579.jpg,A man is sitting at a table with a <unk> on it.
2831578193.jpg,A person is holding a <unk>.
3454621502.jpg,A black dog is running on the beach.
2596100297.jpg,Two boys playing in the ocean.
8155761670.jpg,A group of people are dancing in a room.
4533955542.jpg,A group of people are standing in front of a fish market.
4975172155.jpg,A woman with long brown hair is sitting on a wall with a sign that says <unk>.
3640109324.jpg,A man in a purple shirt is standing in front of a group of people.
4783219327.jpg,A woman and two children are walking a white horse.
495041730.jpg,A man in a hat is standing next to a cart.
4725480987.jpg,A man in a red and white striped shirt is holding a flag.
3233683038.jpg,A man in a black shirt and white pants plays a guitar.
128755800.jpg,A woman in a white shirt and blue jeans is walking on a bridge.
3427614912.jpg,Two men are running on a track.
2045336190.jpg,A group of young people are sitting on a couch and laughing.
4070093390.jpg,A group of people are standing in front of a building.
3579148506.jpg,A man in a plaid shirt is speaking into a microphone.
3041689520.jpg,Three young boys playing in the mud.
1032460886.jpg,A man in a pink shirt is standing in front of a large building.
4612733800.jpg,Two men are cleaning the street.
2439154641.jpg,A man is jumping in the air with his arms spread.
522183263.jpg,A group of people are standing in a room with yellow mop and yellow mop.
6872034011.jpg,A skier is going down a snowy hill.
4978901111.jpg,A woman and a young girl are sitting at a table eating.
8034142456.jpg,A man in a white shirt and tan pants is playing golf.
1419062069.jpg,A man in a suit is sitting at a table with a laptop.
3168354472.jpg,A child in a blue dress and blue pants is sitting on a white floor.
4619396193.jpg,A man with a black hat and black jacket sitting on a bench.
3699318394.jpg,A man in a blue shirt is working on a computer.
5468029953.jpg,A man and a child are dancing with a child.
7434147482.jpg,A woman in a white tank top is playing a guitar.
3396625253.jpg,Two men are fighting in a martial arts match.
429174232.jpg,A man in a blue jacket and jeans is walking down the street.
258434606.jpg,Two men are sitting on a stone bench.
2276436566.jpg,A young man in a black shirt is standing in front of a machine.
964197865.jpg,A baby is playing with a red toy.
3420064875.jpg,A brown dog is looking at a yellow object.
3537920947.jpg,A man is standing on a railing.
3476709230.jpg,Four children are climbing on a rope.
6150843883.jpg,A person on a bike is riding through the woods.
3182509825.jpg,A man in a bathing suit is standing in the ocean.
2007844443.jpg,A man in a suit walks down a sidewalk.
2381926946.jpg,A man in a black shirt is preparing meat.
2363092753.jpg,A man and a woman kissing on the sidewalk.
278608022.jpg,A girl in a black shirt and pink shorts is kicking a soccer ball.
2223272586.jpg,A group of people are standing around a table in a kitchen.
1470132731.jpg,A black dog is running through the water.
164954325.jpg,A young boy is looking at a car that is hanging from a car.
4756089637.jpg,A man in a green shirt is taking a picture of a woman in a green shirt.
2736656254.jpg,A young girl is sitting in a pool playing with a <unk>.
769260947.jpg,A white dog is swimming in a river.
5283697807.jpg,A young girl with glasses is holding a book.
18835207.jpg,A woman in a blue shirt is sitting on a bench.
3159569570.jpg,A group of women and children are standing in front of a wall.
3784574313.jpg,Two men are working on a field.
4591183075.jpg,A woman in a pink jacket is standing in front of a crowd.
1629595358.jpg,A man and a woman are on stage singing.
5054184499.jpg,A little girl in a blue hat and blue hat is walking down a dirt road.
6854470253.jpg,Two hockey players are playing hockey.
550119995.jpg,A man in a black shirt is working on a roof.
3101522985.jpg,A surfer is jumping into the ocean.
7148046575.jpg,A man in a white shirt is sitting at a desk with a computer in the background.
1312020846.jpg,A small dog is climbing on a rock.
3532457245.jpg,A crowd of people are gathered outside a building.
3247807215.jpg,Four women in white dresses are performing on stage.
4830258067.jpg,A group of people are standing around a <unk> <unk> <unk> sign.
379611444.jpg,Three people are racing on ice.
2534194182.jpg,A group of cheerleaders in green and white uniforms are performing in a room.
4848391416.jpg,A man is sitting on a stool and looking at a machine.
5774624102.jpg,A man in a white shirt is playing an accordion.
4684538785.jpg,Three firefighters are working on a wall.
3397090388.jpg,A group of men in uniform are marching in a parade.
2981372647.jpg,Two dogs play with a pink toy.
274646416.jpg,A man and a woman are posing for a picture.
3208020801.jpg,A man in a yellow jacket is walking down a street.
3268467451.jpg,A man in a black shirt and black pants is sitting in a vehicle.
4912476644.jpg,A plane is flying through the air.
4849562356.jpg,Two men are playing an accordion on a pier.
4685141560.jpg,A woman in a white shirt and jeans is standing on a pier looking out over the water.
1368320477.jpg,A woman with glasses is sitting in a subway car.
206475531.jpg,A woman in a red dress is walking down the street.
1409723496.jpg,A man in a white shirt is working at a table with a box of food.
3212465975.jpg,A man in a black shirt and black pants is skateboarding.
304450431.jpg,A woman wearing a helmet and a helmet is standing on a mountain.
7758244914.jpg,A woman in a blue dress is standing in front of a train.
3372022051.jpg,A man is doing a trick on his bike.
2824227447.jpg,A young boy in a green shirt is playing in the sand.
133661473.jpg,A group of people are standing in a room.
364213568.jpg,Two dogs are running through the water with a toy in its mouth.
512031915.jpg,A black dog is playing with an orange ball.
22926817.jpg,Two women are playing tennis.
2089953680.jpg,Two men are standing on a sidewalk with leaves on it.
4260753296.jpg,A girl in a red and white striped shirt is climbing a rock wall.
215228832.jpg,A woman in a white shirt is looking at a fish.
3557324238.jpg,A man in a gray shirt is playing with a yellow ball on the beach.
2090387793.jpg,A man in a black hat and black jacket is walking down the street.
258007701.jpg,A football player in yellow is running with the ball.
4468251915.jpg,Three men are working on a roof.
4080351447.jpg,A man in a white apron is cooking in a kitchen.
2687229880.jpg,A woman in a black shirt is walking down the street.
157616263.jpg,A woman in a black shirt and shorts is sitting on a bench next to a car.
3226411414.jpg,A boy in a yellow shirt is standing in front of a pile of dirt.
3423225860.jpg,A woman in an orange outfit is playing tennis.
4725691880.jpg,People shopping at a market.
7511707760.jpg,A baseball player in a red and white uniform is throwing a baseball.
3429194423.jpg,A snowboarder is jumping over a snowy hill.
6892085645.jpg,A man in a blue hat is sitting on a bike in the middle of the street.
4781670901.jpg,A man with a beard and a beard is holding a small child.
5681124098.jpg,A group of people are standing on a stage with their hands raised.
2299558545.jpg,Two boys are standing in a dirt field.
812196663.jpg,Two boys in red swim trunks are standing in the ocean.
7819772858.jpg,A man in a wetsuit is surfing.
2929137203.jpg,A group of people are sitting outside on a patio.
460921330.jpg,Two children playing on a playground.
3549464203.jpg,A little girl is playing on a playground.
111796099.jpg,A tennis player is about to hit the ball.
2643309379.jpg,A young girl in a brown dress is jumping in the air.
656260720.jpg,A woman in a blue and black swim cap is smiling.
197232267.jpg,A woman in a blue scarf is holding a sign that reads <unk>.
160210791.jpg,A woman in a yellow shirt is holding a child s hand.
534056823.jpg,A man in a blue shirt and jeans is standing next to a statue of a woman.
4477467862.jpg,A man and a woman are sitting on the ground and looking at a <unk>.
5771732.jpg,A boy is sitting in a window and is looking at his finger.
3766335291.jpg,A man in a red jacket is standing next to a man in a red jacket.
4905053758.jpg,A group of people are standing on a beach looking at the water.
7589467042.jpg,A group of young men are playing basketball.
4557540613.jpg,A man is reading a newspaper on a subway.
3364160101.jpg,A young boy in a white jersey is playing football.
153963868.jpg,A man in a hard hat is sitting in a truck.
1384292980.jpg,Two women are walking down the street.
4937485860.jpg,A group of asian people are standing around a table with a white cup.
4942199590.jpg,A couple walking down the street.
4125062133.jpg,Two men are jogging in the woods.
2588003676.jpg,A group of people are riding a roller coaster.
4920306992.jpg,A train is parked in the middle of a train.
283757164.jpg,A woman in a red jacket is looking at a table with a man in a red jacket.
2892467862.jpg,A boy in black shorts is playing in a fountain.
3409506817.jpg,A black car is parked in front of a building.
2908834379.jpg,Children are playing a game of game.
2724772157.jpg,A woman in a pink dress is holding an umbrella.
263237638.jpg,A group of young men in white karate uniforms are practicing martial arts.
6555213067.jpg,A group of people are sitting at a desk with computers.
84962837.jpg,A group of people are waiting for the train.
279766384.jpg,A man in a white robe is standing on a dock.
1357753846.jpg,A black dog is running through a stream.
3804173846.jpg,People walking in a park.
2942311160.jpg,A man is driving a blue vehicle on a sand dune.
4756096577.jpg,A man in a blue shirt riding a motorcycle.
3295024992.jpg,A skier is skiing down a snowy hill.
1434090555.jpg,A group of people are sitting on the grass near the ocean.
3248220732.jpg,A person is skiing down a snowy mountain.
2964438493.jpg,Two dogs are playing in a pool.
1595300147.jpg,A man is riding a horse drawn carriage.
3212085754.jpg,A bride and groom are dancing in front of a christmas tree.
209101256.jpg,A group of people are sitting at a table with drinks.
4084449700.jpg,A young girl wearing a white shirt and goggles is smiling at the camera.
4572432426.jpg,A woman in a white dress walks on the beach.
3293974034.jpg,A man is laying down on the stairs.
3276448136.jpg,A group of people are standing outside.
3258395783.jpg,A man and a woman are looking through a telescope.
4014210988.jpg,A man in a gray jacket is holding a drink while standing on the sidewalk.
3670075789.jpg,A woman is laying on a lawn chair in a grassy area.
1683695914.jpg,A group of people are sitting around a table eating.
6188475741.jpg,A group of people are playing soccer in a field.
4889835088.jpg,A man in a white apron is cooking in a kitchen.
4671529065.jpg,A man in a white shirt is standing in front of a ice cream truck.
350670306.jpg,A group of people are riding bicycles in a dirt road.
4337179105.jpg,A woman in a white tank top is washing dishes in the kitchen.
11337976.jpg,A man in a hat is riding a motorcycle.
5489135871.jpg,Two women in white dresses are dancing on a stage.
2806632713.jpg,A person is hanging upside down from a rope.
5637361857.jpg,A woman and a man are looking at art.
2536781293.jpg,A group of workers in orange vests are working on a train.
2774012125.jpg,Three boys are playing on the beach.
2888386138.jpg,A young blond boy is standing on a staircase.
3497217792.jpg,A man in a blue shirt rides a bike in front of a large white building.
4375286847.jpg,A little girl is playing with a wooden board.
297535654.jpg,A man with red hair is playing a guitar on a street corner.
3145967019.jpg,Three women are posing for a picture.
3552435734.jpg,A black dog is jumping in the water.
3580277210.jpg,A man and a woman are playing a game of golf.
2344969116.jpg,Two boys in red robes are walking down the street.
1159574340.jpg,A boy in blue shorts is jumping into a lake.
118802644.jpg,A man in a blue shirt is looking at a counter.
241347441.jpg,A football player in a red jersey is running with the ball.
4268242266.jpg,A man in a red shirt is standing in front of a red and white building.
8018744438.jpg,A woman in a yellow jacket is standing in front of a large pile of vegetables.
4011573507.jpg,A skateboarder in a red shirt is performing a trick.
367794886.jpg,A woman in a pink shirt is looking at a microscope.
407872043.jpg,A woman and a child are playing in a fountain.
236518934.jpg,A dog jumps into the water at the beach.
2908512223.jpg,A young girl in a yellow dress is walking down the sidewalk.
5301963559.jpg,A man in a purple shirt is playing a trumpet.
497791037.jpg,A boy is swinging on a swing set.
5905853755.jpg,A woman is reading a newspaper in a laundromat.
3476101523.jpg,A soccer game is being played on a soccer field.
3843366278.jpg,Two men are standing on a rocky shore while a man in a green jacket is looking at the water.
462653883.jpg,Three men in orange shirts are standing in front of a store.
3748769937.jpg,A group of people are gathered in a room with a large wall in the background.
844258711.jpg,A boy in a blue shirt is walking down a street.
3084010872.jpg,A man and a woman are posing for a picture.
2897147853.jpg,A woman in a blue dress is cleaning a bed.
3551698034.jpg,A woman in a black dress is walking down the street.
47798735.jpg,A newborn baby is being held by an adult.
4528304009.jpg,A baseball player is sliding into home plate while the catcher is trying to catch the ball.
1283466.jpg,A man in a yellow vest is working on a construction project.
2404173027.jpg,Two people are sitting on a bus one is reading a book.
124106477.jpg,A woman in a black shirt and jeans is bowling.
